platform,rating,title,text,date,author,location
Uber Eats,1,"Multiple delays from Uber eats, cancelled my order and they charged me","Last week I placed an order with Uber eats, that was supposed to be delivered within 20 to 40mn.After 30 mn it has been cancelled (things can happen, hope nothing bad happened to the courrier).The thing is they could have proposed to offer the priority delivery for another order, but okSo then I've placed another order with another restaurant (started to hungry so went for one that was faster) and paid for the priority deliveryThen I saw the same pattern than for my previous order, it was delayed and delayed until a 20 minutes delaySo I've cancelled.So first of all they do not inform you about how they charge you for cancellation, and secondly they indeed charged me the whole amount of my order when the reason I cancelled was that they were not able to stick to their commitment.So I've contacted the customer service via chat, and  basically ( I assume it was a bot) the only type of reply I got was that I have to check what item  I want to purchase before to validate (completely irrelevant) and that they had to charge me because the restaurant was preparing the order:Sorry I do not want to be charged when Uber Eats is delivering a meal 1 hour later that their initial commitment. I was a relatively loyal customer (ordering every 1-2 times a month), will never order again (uninstalled the apps), with Uber Eats nor Uber drive (never had a problem with Uber Drive, but I do not want to give Uber a single extra euro",2025-10-17,cyril,N/A
Uber Eats,1,⭐☆☆☆☆ Frustrating Experience with…,"⭐☆☆☆☆ Frustrating Experience with Verification TeamAbsolutely ridiculous experience with Uber Eats' verification process. I've been a long-time user, but recently got stuck in an endless loop trying to verify my account. I submitted everything they asked for — multiple times — and still got vague, copy-paste responses from the so-called ""verification team.""No clear instructions, no accountability, and zero urgency. Just a robotic wall of generic messages with no real resolution. At this point, it feels like they actively don’t want me to use their platform.If Uber Eats is going to block access to your account, they should at least have a competent support or verification team to help. Total waste of time, and completely unacceptable from a company this size.",2025-10-17,Fury OfLogic,N/A
Uber Eats,1,Never again,"I canceled my order within five seconds of placing it, and Uber Eats refused to refund me. I spoke to four different customer service reps and repeatedly asked for a supervisor — every single time they hung up on me. Seriously, hung up. On multiple calls.Their system is rigged to rob you the moment you make a mistake, even if it’s not your mistake at all. The “support team” is completely useless — they don’t care, they don’t escalate, and they won’t actually help you. I lost $25 for an order I never received, and now I’m stuck waiting for Venmo to maybe get my money back.Do not use Uber Eats. Ever. Order directly from the restaurant — at least they might actually have human decency. This company is garbage, and their “customer support” is a total joke.",2025-10-17,Morgan Wilcox,N/A
Uber Eats,1,Charging for good not delivered,"Very poor service  . Kids drink and chips missing £43 for 2 burger , chip and 2 adult drink . But because we have claimed befor they said the would not refund the missing items . Should it not maybe a appart that there an issues with the service . The other claim was for a damaged item 2 mth ago which we sent photo of And the 1st claim was when a driver broke down and food arrived nearly 2 hours late . In this case there was tracking evidence to show the delay issues . Very disappointed they would not help , have taken it up with the banks . If there stuff missing there stuff missing  having worked in hospilaty I know it can be easy for things to be missed in a rush but refusing a refund for missing item is a joke and illegal",2025-10-16,ellen mcglashan,N/A
Uber Eats,1,Orders always stolen,Orders always stolen. Never delivered I prefer other DoorDash. UBEREATS NOT RECOMMENDED,2025-10-16,Sofia Loren Martinez,N/A
Uber Eats,1,Disappointing,"I am writing to voice out on how unprofessional UberEats handle my order dispute. Ordered a set by topping up extra money for a shake. Shake came half spilled and requested for a refund for the shake but the money refunded was lesser than the top up amount. Logically if the set includes a drink and if someone upgrade the set by topping up money , you should refund the value of a drink + the top up value . Worse was the refund is lesser than the top up value. Sent an email requesting for an answer but was totally ignored. Ignoring the problem when u can’t talk logic ??!!!  Is that how a reputable company runs its business?! Shocking.",2025-10-16,Amy,N/A
Uber Eats,1,Shit company,Shit company,2025-10-16,Geo G,N/A
Uber Eats,1,These people are dreadful that's all I…,These people are dreadful that's all I can say.,2025-10-16,Jamella Morris,N/A
Uber Eats,3,Uber Eats is okay but hit-or-miss,"Uber Eats is okay but hit-or-miss. The app is easy to use and the selection is solid, but delivery times swing a lot—sometimes early, sometimes 20–30 minutes late. A couple of orders arrived lukewarm and fees can add up quickly. Support resolved issues, but it took a few messages—overall fine in a pinch, not always first choice.",2025-10-16,Paul,N/A
Uber Eats,1,They just lure costumer with discount…,They just lure costumer with discount and promotion but surpringly you get to know that they charge you full amount.,2025-10-16,Ram Duwal,N/A
Uber Eats,1,AI being used to prevent assistance,"Repeated orders that were damaged by drivers, or missing items and unable to request a refund or assistance because the AI system won't verify any photo submitted! Today for example, a delivery person must have held my pizzas vertically, as most of the toppings had slid off much of the base to one side. I can't even communicate the need for the driver to be informed of the need to hold pizza boxes horizontally.On another recent occasion I was missing multiple items from my order, and the AI wouldn't verify the photo of the order because items from the order were missing from the photo, and I couldn't progress without uploading a photo...🙄",2025-10-16,Persephone,N/A
Uber Eats,1,Do not order from this company,Do not order from this company . Didn’t order and they took £53 out off my account saying that l orderd . They are thieves .,2025-10-16,Claudette Mcnab,N/A
Uber Eats,1,Very bad customer service with 0…,"Very bad customer service with 0 accountability, if there is an issue with an order good luck getting any resolution resembling something fair, let alone above and beyond for there many mistakes. Too many issues to list tbh but for the sake of review lets try. -App issues, updating address but not saving it-drivers dropping, forgetting, mishandling food-customer service practically non existent, even if you get through to a person, they gaslight and end chats abruptly",2025-10-15,Clayton Rollack,N/A
Uber Eats,1,Always Cold Food and Illegal Delivery Drivers,"I'm writing this review to add to the numerous negative posts here so that either UberEats change their ways or some people can join me in taking legal action and raise awareness.The issues span various topics but my most recent is also the most common. You order hot takeaway food. The driver picks up (late), the driver takes forwever, goes the wrong way / gets lost / is doing other jobs for other delivery apps and then when the food arrives it is usually cold and missing items.UberEats do not refund under any circumstances. This time the reason was that they don't refund on personal preference - my hot food arrived freezing cold, not personal preference. Another issue, which probably contributes to their problems is the frequency of drivers that turn up who are not the designated driver and are most likely illegal immigrants. I will not use this app again, I urge everyone to move on from it and if anyone is interested in taking legal action to gain wider attention then please do let me know.",2025-10-15,Dean,N/A
Uber Eats,1,Food arrived an hour late and opened.,"Food arrived an hour late and opened.Yuck, seemed not sanitary and cold.Getting exposed food this way not safe.I used Uber nearly everyday for office deliveries for food and often at home. But not any more after they refused to refund me.Using Door Dask after bad treatment, no customer service of any good amount.They lost a customer who bought daily!",2025-10-15,David Schulhof,N/A
Uber Eats,1,Won't let you leave written feedback…,Won't let you leave written feedback with anything rated under 4 star reviews. An obvious effort to avoid negative reviews and keep poor performing restaurants online. The FTC prohibits review suppression. This is an apparent violation of fair business practices from a consumer perspective. The rest of the reviews on this page tell the rest of the story. Uber needs to be investigated. HARD.,2025-10-15,Scott,N/A
Uber Eats,1,Awful customer service!!,No one to talk to.  Driver cancels your order if they don't want to wait.  Refund takes 3 to 5 days.  Customer service is terrible.  Its a scam use Door Dash!!,2025-10-15,Stacey Keller,N/A
Uber Eats,1,so i order food the deilvery driver…,so i order food the deilvery driver comes with no food 2 hours later my bell rings and my food is here from another driver . and ofc afther 2 hours my food was cold fries where just not eatable drink was against the burgers zo they where also just cold cold . they said they where refunding the meal now they keep giving same response of not giving it back and this is not the first time never ordering here again if this not get resolved,2025-10-15,zeno caumette,N/A
Uber Eats,1,Uber One Membership Charged After…,"Uber One Membership Charged After Cancellation — Poor Customer Service ExperienceOn October 14 at 6pm, I spoke with a customer service agent named Cris regarding an Uber One membership charge. I had previously canceled my membership in August because Uber Eats isn’t available in Drumheller, Alberta, where I live. Despite canceling, I was charged again.When I asked for a refund, Cris told me I couldn’t get one because I had already been refunded in August. That makes no sense — if I canceled and wasn’t using the service, why was I charged again?To make matters worse, Cris called me “sentimental” during the chat, which I found disrespectful and inappropriate. I’m now in Toronto for Thanksgiving, where Uber services are available, but I wasn’t able to use my membership when I needed it most — and Uber refuses to refund me for the time I couldn’t use it.This kind of treatment is unacceptable. I expect better from a company operating in Canada. Uber needs to train its customer service team to treat people with respect and handle billing issues fairly.",2025-10-15,E. Yuliana,N/A
Uber Eats,1,Worst customer service,"It is basically impossible to get resolution from customer service. There is no phone support team; you must contact support via chat. When chatting, agents respond only with pre-generated responses. If you have a question they cannot answer with a pre-generated response, they will simply disconnect the chat.",2025-10-14,Gregory James Petersen,N/A
Uber Eats,1,He had 2 major issues with uber eats…,He had 2 major issues with uber eats that they will not resolve. First issue is a gift card that I redeemed but they will not let me spend. I’ve asked for help countless times and I am ignored. The second issue was I had a promotion and was prompted to try a bundle order so I did. I had to make 2 separate payments and when I had finished the second payment it said payment was declined and took my back to the basket screen where it said the promotion had been claimed and the money had been taken out of the account but the order hadn’t been placed and again ignored so I’ve been robbed twice. Do not order from these guys how can you not have a customer service number,2025-10-14,Luke Sheldon,N/A
Uber Eats,1,AWFUL experience,"Completely unacceptable service. I ordered from L’Avenue and somehow ended up with Kevin’s order from L’Oeufrier. I don’t know Kevin. I don’t want Kevin’s food. I just wanted my own meal — not a breakfast mix-up worthy of a sitcom.When I tried to get help, there was no way to reach a real person. Just an automated system that ran me in circles and refused to issue a refund. No support, no accountability, and definitely no resolution.At the end of the day, Kevin might be enjoying my order, I’m stuck with his, and the company clearly doesn’t care. This kind of service is beyond frustrating — it’s careless.",2025-10-14,LP,N/A
Uber Eats,1,Warning do not use,Warning do not use! Twice now I have used this and not received half the order yet been charged and they refuse to refund. Won’t be using them again .,2025-10-14,Carly H,N/A
Uber Eats,1,Uber Canada has gone downhill,Uber Canada has gone downhill. Too many bad experiences lately won’t be using anymore. Save your money.,2025-10-14,Taylor Christopher,N/A
Uber Eats,1,Your customer support is unacceptable,Your customer support is unacceptable. Multiple chats ended abruptly with no resolution and no supervisor escalation. I’m being charged unfairly and keep getting shut down. This isn’t how a company treats paying customers. Fix this or lose more business. #UberEatsFail #CustomerService,2025-10-14,Lacy Jones,N/A
Uber Eats,1,Absolutely the worst,Absolutely the worst.  First 3 ordered completely a nightmare. Hours with support who really truly doesn't care.   Never again.  Night and day with doordash.,2025-10-14,Chris,N/A
Uber Eats,1,Garbage customer service,"Ordered from a takeaway near me which had a 25% off £20 spend promo on. Purchased more than £20 worth of food (easily done when prices are hiked compared to buying in the shop). Didn't realise at the time of the order that the promo code had not actually worked. Thought i would contact customer service through the app to get it resolved. Not a chance, not a single one of the ""customer service"" team seem to have any basic reading comprehension skills and apparently couldn't comprehend what i was trying to explain, i wouldn't be surprised if they have a favourite flavour crayon. Absolutely disgraceful service. Account deleted and will never use them again. I urge people to do the same.",2025-10-14,Ashley Toyne,N/A
Uber Eats,1,Wrong order and no refund!,"I use ubereats frequently and can say I’m a regular customer. if you can get your delivery right, all good. but if there is something wrong, their customer service is the worst. I ordered from Wendy’s and my entire order was wrong with missing items. When I checked the bag, I realised the missing items first and submitted a refund form. After that as I was very hungry I started eating fries and unpacking at the same time. Then I realised I got the wrong drink and then checked the burger, I ordered chicken burger and got hamburger. When I tried to contact customer services, it wasn’t working as I submitted a refund form for the missing items. I tried to message customer services with additional photos to show I got the wrong order with my receipt. They just sent me generic message and told me my refund is processing. But that is the refund for the missing sides. I couldn’t eat what I received, still hungry and they are not refunding me and returning my messages. Huge dissapointment! I will wait for a couple of days if they will refund me, I took photos of the items I received and then contact again. Just be careful when using the app. I think I will cancel my uber one membership as well if they don’t contact me, because that means it is not worth it.",2025-10-13,Sezen,N/A
Uber Eats,1,#boycottuber,#boycottuberI will never ever Uber Eats again after they have sent emails stating they will be implementing digital ID to customers,2025-10-13,Just Being Me,N/A
Uber Eats,1,I ordered from uber eats and it never…,"I ordered from uber eats and it never arrived. It originally started it has been delivered, then switched to “we tried to contact you but no response so we left it in a safe place” we checked round our home and nothing had been left, we also had no one at our door at all, we kept an eye out for itAnyway, I requested a refund as we obviously weren’t getting our food and they are refusing as we apparently got our food…When asked for proof of delivery and contact, they stopped responding altogether, probably because they know they can’t. Disgraceful service.",2025-10-13,KO,N/A
Uber Eats,1,Not a good service,"Not a good service ,I order my dinner and uber driver said it’s on the way and I waiting more then 25 minutes I chat with uber help they didn’t replying me and suddenly they cancelled my order at 1pm at night. So disappointed such a bad experience",2025-10-13,harmony patel,N/A
Uber Eats,1,Promotional offer not received,"I placed an order with Mother Hubbard’s, which had a promotional offer of buy one get one free. When I went to checkout it showed 4 meals in total and was over £60 so I panicked and changed the quantity but assumed I was still paying over £30 for 4 meals. So when my free meals didn’t arrive I questioned it and I was told it was my own mistake, and that I would not be refunded or redeemed for the meals I didn’t receieve. I just want Uber Eats to prompt people before they pay for their order if they initially add a promotional offer to their basket, this will reduce disappointment on the customers part and prevent a loss of faith in the whole service. Since my interaction with their customer service I have cancelled my Uber One and will not be placing any further orders.",2025-10-13,G Younis,N/A
Uber Eats,1,I ordered a delivery from McDonalds…,I ordered a delivery from McDonalds using Uber Eats. My food arrived stone cold and inedible. The customer service team especially Kobe were incredibly unhelpful and didn't offer any solutions to rectify this issue.,2025-10-13,Natalie Jones,N/A
Uber Eats,1,Really poor customer service,"Really poor customer service. Uber eats trys to increase delivery efficiency by having drivers deliver multiple items to different addresses, they dont seem to care that having food with a driver for >1 hour will mean the food is cold and soggy when it finally arrives. They tell you the average delivery time is 10-20 mins, then it takes 1 hour 20 mins to arrive and it cant be eaten. When complaining they give you a 20% refund and will not listen to your concerns and close down any chats you have with them. I have now cancelled by Uber One membership and will be using other options for food delivery with companies that take food quality more seriously. I was particularly dissapointed that the customer service team clearly wasnt reading my messages properly and would send completely irrelevant responses like 'we can't refund your uber membership' despite never even asking for this, before closing the chat again. Pathetic service from a company clearly putting profit above customer.",2025-10-13,Matt,N/A
Uber Eats,1,Delivery  of Chicken shish  Salad  …,Delivery  of Chicken shish  Salad   tasted like someone had  thrown a bottle of salt the food The Chicken was literally covered in tomato ketchup .potato Wedges covered with salt  disgusting meal unfit for consumption  just eat not prepared to provide  refund or gesture of good will. Very disappointing customer service support  they informed me every restaurant uses variety if ingredients  !!!!-  food was thrown away a complete waste of money,2025-10-13,sarah ianson,N/A
Uber Eats,1,Rubbish service cannot contact Uber Eats,I ordered some groceries from Sainsbury's.The groceries never arrived.I phoned Sainsbury and apparently the driver could not find our house so the order was returned to the store.Sainsbury's said to contact Uber Eats to get a refundHa Ha. Like all big companies I cannot find a way to contact them.HELP PLEASE,2025-10-12,David Boardman,N/A
Uber Eats,1,The order arrived damaged & incomplete,"The order arrived incomplete, and half of the delivered food had spilled inside the bag. After returning from travel on Sunday evening, I ended up eating cold rice since the delivery also took over an hour.Unfortunately, the quality of your delivery service has been declining for some time, the same restaurants on different apps are better quality. I’ve decided to stop using your service, as the alternatives now are much better in Germany! Good luck sustain this business.",2025-10-12,George,N/A
Uber Eats,1,You won’t get you food but you will pay,"Having no customer service ”help line“ and instead having a direct line to the restaurant would be better than wasting your time with uber eats. You won’t feel heard, your problems won’t be resolved and there’s a good chance you won’t eat but you will pay. Zero stars for me. My problems are not with the drivers, they are also getting made a joke of. It’s the company that is a disgrace.",2025-10-12,Customer,N/A
Uber Eats,1,Terrible customer service,"Terrible customer service. I was told by my bank to contact UberEats after someone used my bank details to order food (they only said to contact them because I’ve used them before), I had proof to UberEats that I haven’t ordered from them in over a year but money is out of my bank. Surprise surprise they denied all knowledge. They don’t care as long as they have money in their pockets. They won’t reply to this either no doubt. Will never use this service again.",2025-10-12,Christy,N/A
Uber Eats,3,it is ok,"it is ok, but sometimes the prices are extremely high",2025-10-12,Soner Matt Haci,N/A
Uber Eats,1,I ordered KFC through Uber Eats…,"I ordered KFC through Uber Eats (£32.99) and waited far too long for it to arrive — thanks to Uber Eats’ greedy practice of forcing drivers to deliver multiple orders at once unless you pay extra. When I complained, I was met with nothing but generic copy-and-paste responses.Why would anyone pay that sort of money to receive cold food? Half the drivers don’t even have proper thermal bags, and drinks and hot meals are all thrown into one bag together. Sometimes they don’t even arrive in the type of vehicle Uber promises — but apparently, that’s fine.For a company this big, the lack of quality control and customer service is shocking. The prices are already inflated, yet the service keeps getting worse. I won’t be ordering again, and I suggest others think twice before paying premium prices for cold food and non-existent support.",2025-10-12,Robert Chesters,N/A
Uber Eats,1,do not get a gift card for this app as it will not work,got a £75 gift card for uber eats and will not allow me to use it i have bin back and forward trying to get it resolved and no luck one person told me my account was frozen a other says its fine and cant see a problem absolutel joke off a place,2025-10-12,Martin,N/A
Uber Eats,1,Shitty service with shitty couriers,"Terrible service with not many couriers couriers. They charge unreasonable cancellation fees when their drivers keep cancelling. If you have to contact anyone, it's impossible and when you do, they are mostly idiots Please use DELIVEROO, a million times better. For a few extra pound they have on the clock customer service, better drivers and better restaurants. UBER EATS is shit.",2025-10-14,Lorenzo,N/A
Uber Eats,1,I used Uber EaFirst-Time User – No Help While Sick,"I used Uber Eats for the first time while on medical restrictions, just trying to get soup and noodles for two sick people. The app defaulted to the wrong delivery address, and when I tried to fix it, the only option was to cancel the order and still be charged. I contacted support several times—chat, email, and phone—but no one could help.As a first-time user, this was incredibly frustrating and disheartening. No one sick and relying on delivery should be left without help. Uber Eats should make it easier to correct simple address errors and provide real support when it’s needed most.",2025-10-12,Saranette W.,N/A
Uber Eats,1,wrong order and items missing paid for…,"wrong order and items missing paid for a full meal and only revived one item, customer service are unhelpful! they just take peoples money and run, i would avoid and i won’t be using uber eats again",2025-10-12,Gary Gale,N/A
Uber Eats,1,Avoid Uber Eats,"Avoid Uber Eats – absolutely no customer support when things go wrong.I’ve tried to report a problem with an order several times (stale food, completely inedible) and the app keeps telling me I’m “ineligible for a refund.” Every time I try to contact support, it just loops me back to the same automated responses — no human, no help, and no resolution.I’ve followed all the correct steps through the app and the links they send, but it either won’t let me submit the complaint or says the issue is already resolved when it clearly isn’t. I even tried contacting them through email, the help page, and their so-called “support link,” but it just takes me back to the same dead end.It honestly feels like they’ve set up the system to block you from speaking to anyone when you have a legitimate complaint. Absolutely disgraceful customer service. If you get bad food, expect zero help and no refund.I’ll be reporting this to Trading Standards, Resolver, and Consumer Rights because this kind of service is unacceptable.",2025-10-12,Consumer,N/A
Uber Eats,1,Awful just awful,"Awful. Food cold, customer service rubbish. I will never be ordering from uber eats again",2025-10-11,Mr Callum Jones,N/A
Uber Eats,1,Uber eats does NOT care about their…,"Uber eats does NOT care about their customers. Just the money they bring in. I received my order today. Bag ripped apart, food ripped open and exposed. Uber refuses to issue a full refund saying my order is ineligible. So I am supposed to feed my kids rubbish nonsense? Keep dreaming Uber. You lost a valued customer.",2025-10-12,Amanda,N/A
Uber Eats,1,The delivery driver took my food and I’m not eligible for a refund,"The delivery driver came close to the delivery spot, waited as it was named in my denied request for a refund for a “required amount of time”, didn’t contact me and just went ahead and took my food. Honestly this is just thievery. Uber apparently supports that kind of behavior as the ai bot told me that since he tried to contact me I’m not eligible for a refund. Don’t know how he tried but one thing I know I’m not ever ordering food or taxi through this company.",2025-10-11,Aleksander,N/A
Uber Eats,1,IDIOT DRIVER AND CUSTOMER SERVICE,"The driver was on the phone with me as I gave her specific directions! The idiot still delivered never delivered it to our door! Then I used the app to contact her and she never picked up! I even called 813.564.8316 the number she called from. Still no answer. If you guys charge me because this one idiot couldn't follow specific directions, and your system failed to put me in contact with her  I better not be charged for this or I'm contacting my credit card company.  Please fix ASAP! Order #00888",2025-10-11,"Josephine Schaaf, Realtor",N/A
Uber Eats,1,i spent ages ordering some food,"i spent ages ordering some food, wouldnt let me order it. even though i have £800,000 in my bank. And has the cheek to ask me to sign up to save money.I think in the future ill just walk to the shop",2025-10-11,Carl Whittaker,N/A
Uber Eats,1,Awful customer service,"Ordered twice from same restaurant.First time, my order was wrong. Complained to Uber Eats and got a partial refund.Second time, again, order was wrong. Complained to Uber Eats, sending a photo evidence. Received a response saying: ""... after checking your account, we have seen that a number of orders have received price adjustments or credits.If you have more details that can be shared with us about the situation reported because you believe we need to review your issue, please feel free to reply and provide those, including supporting material that can help us investigate the issue and assist you further.Take into account that photos or more details could be required....""Replied to this pre-made message and after a long time received the exact same message as response.Completely unacceptable! I had heard from friends about this awful customer service but I guess I couldn't believe until I experienced myself. My mistake. In summary: Uber Eats service providers make mistakes; Uber Eats customer complains with evidence; Uber Eats say: ""We don't trust you"".No more Uber Eats.",2025-10-11,Frederico Mateus,N/A
Uber Eats,1,Thieves,Thieves! We ordered some groceries from  and didn't receive an item we contacted the help online. But apparently as we have had a bad run with items not available so the total has been lowered or refunded. Or we have had items missing. Then they will not refund us! In my eyes that calling us untrustworthy/ scammers. When all we have done is not have items available so either automatically had a refund  or asked for a refund if something was missing that was hardly at all and our fault!! It wasn't expensive but if you don't receive something on any normal shop you would get your money back. Not be treated like that. Would close the account but unfortunately I use Uber cars  to get to the hospital when needed. Wouldn't mind so much if we had a little bit money. But like the lady in the shop where the order came from (phone the shop first to see if they could help)  said it's the principle.Be aware. Either it AI or a combination of corrupt company that doesn't care,2025-10-11,Nick Edwards,N/A
Uber Eats,2,Multi deliveries in an individual order,"I am sick and tired of ordering hot meal and when I get a notification that it is heading my way, the app says they have several stops along the way 🤬🤬🤬.  Maybe your drivers should do one delivery per order then customer orders won’t arrive fricken cold.Make your service better UBER AND DRIVERS.   Customers matter too.",2025-10-11,Donna Bright,N/A
Uber Eats,1,Don't use them.,I ordered via uber eats this morning and in true Macdonalds fashion an item was left off my order. I chatted up ubereats only to find the guy on the other end extremely rude. He fobbed me off and sent a refund for the item without making an effort to resolve the situation. He also ended the cat abruptly saying there was nothing he could do. For the price that I paid in delivery fees the least they could do was apologise and nit one of the three agents I chatted with did so until I pointed it out. They made a big show of blaming macdonalds for the issue and took no responsibility for their rude staff. Cancelling my app and jumping in my car next time. People shouldn't trust this company overpriced way to lose your money with no remorse from their staff.,2025-10-11,Ibironke Anthony,N/A
Uber Eats,1,What a waste of time,"What a waste of time. My order took 2x longer and more to never arrive and Uber eats just tell me;“ The delivery partner followed our policy and waited the required amount of time at the delivery address before marking the order as completed “So no food, no refund and no help.I will never use this cr@p service provider again.Useless is a kind description.",2025-10-11,Andrew Everitt,N/A
Uber Eats,1,I asked them to cancel my order which…,"I asked them to cancel my order which should have taken them 20 minutes to deliver but then told me it will take over a hour and they charged me for that after I asked to cancel it because it’s ridiculous to wait that long and still get charged for it I will never use them again, they are awful at resolving the issue at hand I hope no one has to deal with this ever.",2025-10-11,Joshua,N/A
Uber Eats,1,I agree Uber Eats is a scam,I agree Uber Eats is a scam. They claim to pick up food and never deliver to then state they are charging you for the order regardless.,2025-10-11,Amy Garibaldi,N/A
Uber Eats,1,Uber doesn't want you to eat,"Uber doesn't want you to eat, at it again, try hiring people that speak the language of the country their in or that are able to at least read the orders they’re delivering, brain dead driver brings the wrong food and in stead of sorting it out he just canceld the order and left, after speaking to uber eats they said it’s McDonald’s fault but it’s their driver? Please make that make sense, the receipt had an address in it from 15 minutes away the driver clearly didn’t have a clue what he was doing, a absalute bunch of jokers.",2025-10-11,Slim,N/A
Uber Eats,1,DO NOT ORDER,"DO NOT ORDERCouldn't even eat it, had beetroot on it which is not in the description and I'm allergic, my partner just ate the gyozas off the top, sushi isn't fresh and isn't anything like the photos neither was my partners dish, the guy on the phone was rude, ordered at 7:10 and didn't come till 9:15 nearly waited 2 hours and paid £30 for food I can't eat and I'm not full of satisfied, had to make myself some food from in the house. Ordered as a treat for our anniversary, Really not impressed and waiting to try and get a refund from uber , first and last time : UPDATE , apparently my order doesn’t qualify for a refund ….. don’t know what more they want , seriously not happy",2025-10-10,Libby,N/A
