platform,rating,title,text,date,author,location
Just Eat,1,3 hours waiting and money held hostage,You cancelled our order after 1 hour waiting with no explanation or apology. Then we order from somewhere else and after 20 mins you now tell us the delivery is delayed until 10:30pm You then prevent us from cancelling the order because you will still still our money. You have no means of contacting support! I ordered at 7:30pm and will be lucky to get my dinner at 10:30pm because you won't let me cancel and go elsewhere. You are thieves and I'll do what I can to get justice,2025-10-04,Neil M,N/A
Just Eat,1,terrible,"terrible, useless and overcharging",2025-10-04,Roman Shepley,N/A
Just Eat,5,App is very easy to use  various food…,App is very easy to use  various food choices and options to pay,2025-09-29,Shania Delaney,N/A
Just Eat,1,Orders regularly disappear and no clue…,Orders regularly disappear and no clue from restaurant staff what happened. Just eat themselves don't give a toss and offer refunds as if that's going to solve the issue.,2025-09-27,Dean Fitz,N/A
Just Eat,1,Don't order through this website awful service and customer care,Always delivered to the wrong address.  Had this experience at lesst 2 times in 2 days. In addition Awful customer service as well. Use othe reliable service like deliveroo,2025-09-27,Nidhi Neelamma M.A.,N/A
Just Eat,5,Great quality food,Great quality food,2025-09-25,Aofie,N/A
Just Eat,1,Rip off,"Rip off, bad enough with food prices & delivery charges then you adding service charge to help with customer experience 😂 more like helping yourselves.",2025-09-25,paul maguire,N/A
Just Eat,1,Bad refund policy,"My order was marked as delivered but I did not receive it. I called Just-eat support and they offered to refund the amount I paid, but not the stamp card (17 euros). Instead of refund me the stamp card for next time using, they offered me 10euros in credit. Well, I got an upset night, waiting time, no food and lost 7euros",2025-09-21,Anh Thu,N/A
Just Eat,1,Over the course of 9 days while I was…,Over the course of 9 days while I was ill with Covid- I ordered from Just eat twice- the first time the food never arrived and the app said delivered - customer service said the driver left it at the door- I had to attach time dates camera footage to show he didn’t before they gave me my refund. The second time the food was 1hr late and freezing cold- the restaurant is a 3 min drive from my house- I was refused a refund and told that because of my “history” I’m not entitled to reorder or get my money back- my history is apparently complaining about not getting my food a few days before. Clearly a shambles company that will be closing down soon,2025-09-20,Darragh James Patton,N/A
Just Eat,1,Delivery driver took food,"Delivery driver took food, claimed it was delivered to my workplace and customer care was not helpful in slightest. Drivers are believed over customers. Beware.",2025-09-17,Grace Murphy,N/A
Just Eat,4,Has great custom service,N/A,2025-09-17,Dean Fortune,N/A
Just Eat,1,PÉSSIMO ATENDIMENTO AO CLIENTE!,PÉSSIMO ATENDIMENTO AO CLIENTE!,2025-09-15,Ana Paula Giordani,N/A
Just Eat,1,My order often does not get delivered…,My order often does not get delivered at all. I ordered 2 hours ago and now I'm not getting anything delivered still,2025-09-14,Kyler,N/A
Just Eat,1,I made an order that was not delivered.,"I made an order that was not delivered because for some reason the driver could not use google maps to find my home. The driver just clicked on delivered without getting a confirmation message from me and did not have the food delivered. When flagged to Just eat, the customer service said they could not help without providing reasonable assistance or at least reviewing the case, from day 1, they said they couldnt help!",2025-09-10,Patrick Bwalya,N/A
Just Eat,1,Waste of time,"I ordered food, the delivery driver had no English and couldn't use Google maps. I received no food, the driver cancelled my order, and im 9 days gone so far without a refund!! I live 5 minutes from where the driver had to go, and I left a tip!! I want that refunded too!! Disgraceful customer service to deal with!!",2025-09-09,Karl Behan,N/A
Just Eat,1,Don't waste your time ordering from…,"Don't waste your time ordering from this app, ring the takeaway directly, if anything is wrong they will fix it, just eat fix nothing and ignore any issues.",2025-09-08,Livio,N/A
Just Eat,1,Worst service,"Worst service, orderd food for my daughter and the honourable delivery boy deliver it into some other house and send message order delivered.",2025-09-07,Sanu Paul Thankachan,N/A
Just Eat,5,It good and useful,It good and useful,2025-09-07,Kar,N/A
Just Eat,1,My order arrived an hour and a half…,"My order arrived an hour and a half late it was freezing cold, contacted customer service and they were trying to haggle with me for a full refund, never offered to replace the food,  disgraceful service",2025-09-06,Terence Flood,N/A
Just Eat,1,Not just eat but just wait,Food is over and hour late. All im being told is wait another 15mins. When I say they are your drivers can you not ring them and found out what's happening? all im told is wait another 15mins and we'll give you a full refund???? That is no use to someone who already waited OVER an hour for their food. Shockingly bad service.,2025-09-05,David Wooldridge,N/A
Just Eat,1,Disgrace,I ordered from a Subway today.The app informed me the driver was close by .After a few minutes my phone beeped to say my delivery had been delivered. I never got my order and more to the point why didnt the driver contact me .How can a driver/cycle say he had delivered when he had to know well he didnt. I rang up and in fairness the person I was dealing with was very helpful. I know this is a waste of time and nothing will be done about it but I felt I had to waste my own time and complain which I never do .,2025-09-03,Brendan O Driscoll,N/A
Just Eat,1,The driver robbed my food,"The driver robbed my food. Said he cudnt find my house and he cancelled the order. I didn’t even give the code or anything. Unacceptable robbery. Ya think just eat would be smart enough to have each driver have their details and track where thry are going, simple enuf stuff to think about. Joke, never using again, this is the 3rd time this has happened. He’s lucky I didn’t find him.",2025-08-31,Chun Celine,N/A
Just Eat,5,The food is always fresh and up to…,"The food is always fresh and up to standard, its the only place we go to for takeaway, and the staff are lovely.",2025-08-31,Shania,N/A
Just Eat,1,The food arrived cold and missing…,The food arrived cold and missing fries. The driver was not helpful at all. I want my tip returned as well as the money paid for this order. Terrible service from both your company and Abra. Nobody on any phone for either of the companies,2025-08-30,MiJ,N/A
Just Eat,1,Got robbed using just eat,Got robbed using just eat. No protection for customers. They or the restaurant won't give me a refund after I was sent some disgusting slop because the restaurant didn't have what I ordered. They didn't have part of the meal so they just slapped some ham on to it instead to make some rotten concoction that's inedible. I'm looking into my consumer rights. How can they allow restaurants to just send whatever they feel like instead of refunding or contacting the customer. Just eat in an email claims to have tried to contact me but that's a lie. Then they had the nerve to ask me to review their help service even though they didn't reach out to help. It's already expensive enough to order in but now I can't even guarantee I'll get what I paid for or get a refund when I'm entitled to one.,2025-08-29,James O Gorman,N/A
Just Eat,5,Very fast delivery,Very fast delivery. Kind drivers,2025-08-24,Salvis,N/A
Just Eat,5,Everything 🫶,N/A,2025-08-19,innasergeevna,N/A
Just Eat,1,Missing item from order,"Missing item from order. Followed protocol on app Received a reply 3 days later that I need to contact the vendor as I payed cash. No apology, no offer of goodwill. App deleted",2025-08-14,Maurice Coleman,N/A
Just Eat,1,My order was not delivered but said…,My order was not delivered but said delivered on app.as per customerservice the food was left in front of door. It was not in front of my door and drivers have to check order number.was offered refund but still had no food,2025-08-09,Gabi Gutermann,N/A
Just Eat,5,Good quality food always hot on arrival…,Good quality food always hot on arrival and great staff and food always on time.,2025-08-09,debbieotoole,N/A
Just Eat,1,Terrible application,"Terrible application. Unnecessary middle man who exempt themselves from all responsibilities including img non deliveries, wrong orders and any disputes. Order direct and avoid this scam setup.",2025-08-08,Aaron Bux,N/A
Just Eat,1,Order from Deliveroo!!!,Be very careful before you order off Just Eat. I placed an order today and the food wasn’t delivered. When I called customer  service they said the driver called me. I had no missed calls on my phone and no contact from the driver. They said they wouldn’t refund me and wouldn’t contact the driver either. Absolutely terrible service! The exact same thing happened to my friend too. Never again will I use Just Eat.,2025-08-07,Julieanne Kirwan,N/A
Just Eat,1,AVOID,1. Late delivery 2. Idiot customer service employees,2025-08-04,Stephen,N/A
Just Eat,1,Zero customer service available to deal…,Zero customer service available to deal with errors...automated phone service telling you to log on app and then it tells you they'll revert in a few days🤣 . Better and Cheaper to just delete just eat and order direct,2025-08-02,C D,N/A
Just Eat,1,Pizza was cold.not sliced either.very…,Pizza was cold.not sliced either.very disappointed,2025-08-01,enda Coyne,N/A
Just Eat,5,Great food,"Great food, quick delivery",2025-07-28,Anette,N/A
Just Eat,5,As ordered at promised time,N/A,2025-07-24,Linda,N/A
Just Eat,1,So ordered from just eat as always do…,So ordered from just eat as always do this time tried beshoffs for the first time specifically asked for a small amount of salt and vinegar delivery came pickled with salt and vinegar most of it went in the bin contacted just eat basically said not their problem even though I stated when ordering only small amount of salt and vinegar they told me I should have contacted the restaurant directly by phone to state my preferences what's the point then in having a place when ordering ie notes for chef just be careful if ordering through just eat that they don't care about their customers another multi profit company which dont listen to their customers i ordered from just eat not the restaurant directly terrible customers service be weary they dont care !!,2025-07-22,martin ivers,N/A
Just Eat,1,I tried ordering using a voucher,"I tried ordering using a voucher. It won't let me pay, and when refreshing the website the voucher was gone...",2025-07-19,Manuel Gómez,N/A
Just Eat,1,I would happily  starve before using this company again,"I ordered dinner for my 88-year-old Aunt who is in the hospital in Galway. After an hour, they said it was delivered, but it was not. Customer service wouldn't refund me. A total joke of a company",2025-07-18,billy O hEidhin,N/A
Just Eat,1,Refusing to give my money back  for an order I didn’t get!,I ordered €55.99 worth of pizzas and chicken from a  takeaway via the Just Eat app for my family on Sunday. It recommended this takeaway to me based on my location ( as I was on holidays in Carlow and unfamiliar with the local area). I did not know the takeaway was too far for delivery until the pizza place rang me to say they were in Co Kildare and we agreed to cancel. They told me I would get a refund via Just Eat. I emailed right away to let Just Eat know and 3 days later they replied to say I am not getting a refund as my order was delivered. I contacted the takeaway again today and they confirmed my order was never made or delivered. Just Eat say their system says my order was delivered and refuse to give me my money back so now I have to raise an official dispute through my bank. Just Eat are so unhelpful and I will never use them again!,2025-07-16,MEMAMO,N/A
Just Eat,5,never any problem using the app/…,never any problem using the app/ website food always arrives nice and hot great and easy to use,2025-07-15,keith byrne,N/A
Just Eat,5,"I don't have to think, I just do!","Responsive, well designed, website. I don't have to second-guess. I can quickly find and filter information which is categorised under useful headings. My family is hard to please, but it always just works!",2025-07-13,Colm,N/A
Just Eat,1,Disappointed,I Ordered 2  pizzas tonight . One was burnt on top and uncooked on the inside. Asked for a refund/ credit on my account but Customer service told me they couldn't do anything about that. I was expecting a compensation after the unpleasant experience but Just EAT seems not to care about their customers.  What a pity. Off to deliveroo.,2025-07-13,Gigi,N/A
Just Eat,1,Terrible terrible service took order…,Terrible terrible service took order and money no food delivered… last time ordering from just eats.. now have to wait a week for a refund z second time this has happened in over a month. Done done done,2025-07-12,Joan Oleary,N/A
Just Eat,5,Easy to order from,N/A,2025-07-12,Aaron Graham,N/A
Just Eat,2,Too many additional charges and prices…,Too many additional charges and prices constantly going up. Better value to contact the take away directly. Or use other delivery apps that are giving discounts on the same restaurants.,2025-07-10,C.M.,N/A
Just Eat,1,Wrong order and customer service hung up,"JustEat delivered my McDonalds order without my burger. I rang to ask for my burger to be delivered and was told they dont do ""redelivery"", which is ironic as you need to deliver something in the first place to have it redelivered! They basically said it was not their problem, so I dont understand what the delivery fee and service fee are for! I also prematurely paid a €3.00 tip on top of the normal fees as I appreciate that this is a difficult job for drivers. I know these things happen but I am shocked at poor attitude of JustEat - they hung up on me and when I tried calling back several times they would not answer the call. Faceless, anonymous and don't care about the customer. A zero value adding service and I will never use them again.",2025-07-10,J Brady,N/A
Just Eat,5,great company and pizza,N/A,2025-07-09,Nollaig Kelly,N/A
Just Eat,5,Great service!,"Always a great platform to use! Offers a good variety and is set up in a very user friendly way. Customer service is always friendly, all costs are clearly specified upfront and tracking is reasonable for most deliveries.",2025-07-08,TR,N/A
Just Eat,4,Good Service,The only delivery service that regularly has multiple restaurants available with no delivery fees. Never had any major issues and customer service seems reliable.,2025-07-07,Alan,N/A
Just Eat,1,THE WORST PLACE EVER,THE WORST PLACE EVER,2025-07-06,Roux moon,N/A
Just Eat,5,Never had any problems,"Never had any problems, great app!",2025-07-06,Tanya,N/A
Just Eat,5,I like just eat,"I like just eat, they have a good service in customers",2025-07-03,customer,N/A
Just Eat,1,The food was cold and mushy,The food was cold and mushy. There was no taste off anything and the chips were all soggy .,2025-07-02,Aisling,N/A
Just Eat,4,Service,Good service,2025-07-01,Bolger Tracey,N/A
Just Eat,5,Quick to reply and refund missing items,Quick to reply and refund missing items,2025-07-01,Helen McAlevey,N/A
Just Eat,1,Hiring unvetted immigrants,"Hiring unvetted immigrants with no paper work,Boycott these criminals",2025-07-01,Ger Hughes,N/A
Just Eat,1,ordered food- was told it would be a…,ordered food- was told it would be a 15-35 minute wait. when food was ordered ( a small order of a burger and chips) the delivery time increased for 45 minutes. eventually it said food would be delivered two hours after i order. i decided not to wait that long because initially i anticipated a shorter wait and the food hadn’t been prepared according to the website. when i cancled i received no refund or apology. unacceptable behaviour towards a student.,2025-07-01,lucy,N/A
Just Eat,1,Items missing and denied refund,Orders from mcdonalds liffey valley and lucan shopping centre missing items every single time we order.Wrong again last night and complained and they told me that I've made too many complaints so they can't refund me!An absolute joke of a company.Paying for items that we never get and then denied a refund which is basically theft. In process of reporting them to regulatory body.,2025-06-28,Vm,N/A
Just Eat,2,The restaurants have a terrible habit…,The restaurants have a terrible habit of missing delivery deadlines while the notifications say the meal has been delivered. Multiple occasions Across so many different restaurants across different counties across the whole country this has happened to me where the food is really late and the app says delivered and both just eat and the restaurants blame each other when challenged......total lack of accountability from all parties in these instances,2025-06-26,Donnchadh,N/A
Just Eat,4,Reliable and convenient,Reliable and convenient. Good selection.,2025-06-26,jean,N/A
Just Eat,2,Need to improve on identifying food allergens,Need to improve on identifying dishes either containing gluten or exposed to gluten from cross contamination. A lot of menu items don’t have any reference to it with a disclaimer to make contact with the supplier directly which defeats the purpose of the app. Also the charges are too expensive,2025-06-25,KK,N/A
Just Eat,5,Hot Food,"Hot Food, Fast Delivery, nice driver",2025-06-25,Shezsharks,N/A
Just Eat,1,Delivery man didn’t knock or use the…,Delivery man didn’t knock or use the door bell. Took back the food instead of leaving it. He cancelled the order and refused a refund. JUST EATS refuse to assist and don’t care as long as they got the money. Uber eats is way better!,2025-06-25,Hanna,N/A
Just Eat,1,0 SERVICE,Last 2 weeks after ordering food from just eat i need to call them either to cancel my order or to wait longer on it. Its crazy how such a big company has problems all the time with drivers and in app services. Giving me vouchers for next use that i wont even use anymore because app is getting deleted off my phone. Anyone looking to download an app for delivery just get DELIVEROO 10 times better it seems then this,2025-06-23,Dominik,N/A
Just Eat,3,Fees too high for customers and…,Fees too high for customers and retailers,2025-06-18,Leah Humphrys,N/A
Just Eat,5,Excellent service,Excellent service,2025-06-18,Vicky,N/A
Just Eat,1,Expensive and imaginary fees,"Expensive and imaginary fees, use it just to see whats in your area and then order from their website directly.",2025-06-18,Josh Deere,N/A
Just Eat,1,Untrustworthy service.,"They try to force you to accept refunds in store credit, rather than the method in which you paid.There's probably a law against that.Their refund policy doesn't mention this either.The reviews for takeaways are misleading, weighing delivery and food quality the same.The service fees are too high, adding to the already ridiculous prices of the food.",2025-06-18,Kevin,N/A
Just Eat,3,You could be a lot better,You could be a lot better. Difficult to get hold of someone to talk to if order is wrong/ items missing,2025-06-18,Declan Rooney,N/A
Just Eat,1,I wouldn’t even like to give 1 star…,I wouldn’t even like to give 1 star they deserve nothing. The food didn’t even show up. Rang the restaurant they told us never use just eat as they are known to steal the food. Absolutely raging,2025-06-16,Órlaith  Dunne,N/A
Just Eat,1,Drug Drivers,"Reported a driver to just eat for drug use. I provided the registration number and then just eat replied that they cannot identify the driver and although he has all the just eat gear, he might not be working for them. So they either are covering up a crime of drug driving, have no background checks, or do not even know who the drivers are that are delivering to your door. Disgrace",2025-06-16,Stephen,N/A
Just Eat,1,This was the worst delivery online…,"This was the worst delivery online ever. I ordered a big Mac at my work place and as well as me giving the full address on their website, I had to explain twice to the delivery person where I was and he got cut off. I rang him back, explained again and he still couldn't find the place. I just wasted nearly 16 euros. I even put in a tip on my order lol. I would not recommend 'Just Eat'. Some other person got my delivery today. If I don't get my refund within the next 2 weeks, my solicitor will get it!",2025-06-16,Shinny,N/A
Just Eat,1,Not good enough.,"Ridiculous I ordered subway and it’s a 5 minute walk from my house . Took about 50 mins , asked for toasted it was freezing by the time it got here. It’s just eat accepting orders when there’s no couriers around atleast uber eats are honest if there is no one around. Very disappointed.",2025-06-14,G Clancy,N/A
Just Eat,1,No help whatsoever placed a order for…,No help whatsoever placed a order for €130 worth of food half the items wrong cold and missing when I complained to just eat they offered me €16.50 from €130 order a joke and told me because i asked for five burgers with only ketchup for my kids and because it says on the menu everything came with burgers they can’t do nothing and same I asked for two kebab meals with only garlic and cheese on the kebab they came covered in chilli and missing the both chips I was told they can’t do nothing I taught you pay for what you ask not the other way around but clearly I’m wrong all I can say is do better just eat I would of liking to think I was a fairly loyal customer but you just lost me,2025-06-14,Padraig m,N/A
Just Eat,5,quick,"quick, efficient",2025-06-12,Susan,N/A
Just Eat,3,Price discrepancies between just eat…,Price discrepancies between just eat and the actual restaurant can be significant. Can really add up with larger order. Just eat is a great service but often find myself ringing place directly due to price increase.,2025-06-08,Mick,N/A
Just Eat,5,Great service,N/A,2025-06-08,James,N/A
Just Eat,1,"Buggy app, bad customer service","App is buggy and often fails to send dish options to the restaurant.""Customer Care"" team is slow and rude.Save your time and money and order directly with restaurants instead.",2025-06-07,K.,N/A
Just Eat,5,Always fast,"Always fast, friendly and reliable",2025-06-05,Ruairi,N/A
Just Eat,4,"Really good selection of food,some stores lie","Really good selection of foodGood customer service, some restaurants lie about their location to get more customers which increases wait time and the food goes cold",2025-06-03,Peter,N/A
Just Eat,2,fee's and delivery charges are too much,fee's and delivery charges are too much,2025-06-03,Alan denny,N/A
Just Eat,1,I’ve had such a horrible experience with this app.,I’ve had such a horrible experience with this app on multiple occasions. After my last experience I’m honestly just done with it. Food was delivered to the wrong address by the driver and after contacting him and explaining he wasn’t at the address given he proceeded to just leave the food at a random house.I contacted customer service multiple times and they’ve honestly just been useless. I never got my order and they’re not even trying to resolve the issue.,2025-06-12,Cathal Ronayne,N/A
Just Eat,5,Always easy and convenient,Always easy and convenient,2025-06-02,Thomas Fitzpatrick,N/A
Just Eat,1,Don't order from off beat donuts…,Don't order from off beat donuts Dundrum from just eat i never got my order it's said it was delivered with no code I have just eat and they weren't helpful so I have been scammed out of money and my donuts,2025-06-01,Mags Drennan,N/A
Just Eat,5,The order arrive on time and this time…,"The order arrive on time and this time was complete, was everything what I order not like other time",2025-06-01,customer,N/A
Just Eat,1,Just realised what a rip off just eat are,"Just realised what a rip off just eat is , placed an order which came to 42.20 on takeaway own site (collection )did comparison with just eat for same order/same takeaway total came to 59.03 albeit 4euro for delivery so they are charging 13euro for using their app",2025-05-30,Noel,N/A
Just Eat,1,I unsubscribed  from your e-mail ads 4…,I unsubscribed  from your e-mail ads 4 times and am still receiving them,2025-05-30,Customeeddiemac1966,N/A
Just Eat,1,Food Never came,N/A,2025-05-29,LC,N/A
Just Eat,5,Great service provider,Great service provider,2025-05-29,julie,N/A
Just Eat,4,They delivered surprisingly fast,"They delivered surprisingly fast, I haven't had any issues with them so far",2025-05-29,Oliver Johnson,N/A
Just Eat,4,Good choice of restaurant to choose…,Good choice of restaurant to choose from at reasonable prices.,2025-05-28,Frank Mayne,N/A
Just Eat,1,I will never order from just eat again,I will never order from just eat again. They delivered my order to an unknown address and charged me €25 for the privilege. Called the helpline who were no help. Pure stealing from my account. I'll be taking it further.,2025-05-25,Gail,N/A
Just Eat,1,Did not receive my order at all,"Did not receive my order at all, called me saying he's here as I waited outside in the rain for him he never arrived. According to the map he started moving away from my house and sent me a message a very weird message before he set the order as ""delivered"" this is my first time ordering from just eat and I never want to again. Contacted just eat and all they said is they can't do anything since the order was ""delivered"" but give me a refund in 5-7 days and I spent a lot of of money. I'm not even sure how the courier could've set to order as delivered if they didn't have the delivery code. This just shows how unsecure the whole delivery process is.",2025-05-24,Anonymous,N/A
Just Eat,3,Got message that my order was delivered…,"Got message that my order was delivered and left in a safe place.Funny enough, i ordered from nursing home, and the only safe place is reception.Got refunded through credit instead of money back.",2025-05-22,Violet,N/A
Just Eat,1,I never order from Justeat because I…,"I never order from Justeat because I ALWAYS have issues with it. I got a voucher from work and decided to order a meal. The order delivery time kept getting longer and longer every 30 mins. I would check back on the app, already starving and, the order would get postponed again and again. 2 hours and a half to get food that said 45 mins MAX on the App. It’s a joke. I’ve always had issues with this company and will NEVER EVER order from them again. Deliveroo is 1000000000 better",2025-05-20,Erik Aleks,N/A
Just Eat,1,They don't use eircodes in Ireland…,They had they wrong deliver point on the map even though I gave my eircode. I also rang within 5 minutes of placing the order to advise the delivery poont was incorrect. I was told they would contact the driver. They didn't. I also contacted the driver via the chat function to advise them of this but still went to incorrect delivery point. Eventually the driver contacted me back via the chat but still never delivered,2025-05-15,Mr  Fitzgibbon,N/A
Just Eat,1,Never again,"I strongly advise against using Just Eat. I ordered food and was waiting outside my hotel. When the delivery driver arrived, I asked three times if the order was for us – each time he said no. Shortly after, the app showed the order as “delivered,” but I never received anything. I lost €30 and was left with no food. There’s no way to contact the driver directly, and Just Eat takes no responsibility. Never again.",2025-05-15,Viola,N/A
Just Eat,5,App is very easy to use.,N/A,2025-05-15,Ann-Marie Kelly,N/A
Just Eat,5,I love this app,I love this app,2025-05-14,Janice Sinnott Mcauliffe,N/A
Just Eat,4,App makes the iteams listed very hard…,App makes the iteams listed very hard to read.,2025-05-14,Rosie,N/A
Just Eat,4,The Hungry Human,Easy to order quick delivery and great choice of restaurants decent rewards,2025-05-14,Karl Keogh,N/A
Just Eat,5,Must try!!,Very delicious pizza :)) white creamy sos it’s go to !! Very nice staff and delivery it’s always on time or even ealier!! 100% recommended!!,2025-05-13,Marta Rygiel,N/A
Just Eat,5,Fine very handy app that I use…,Fine very handy app that I use regularly. Cannot complain.,2025-05-13,Andrew Doyle,N/A
Just Eat,3,Can be hard to log in sometimes and to…,Can be hard to log in sometimes and to navigate menus,2025-05-13,Bridie Comerford,N/A
Just Eat,2,Your constant price increases for…,Your constant price increases for delivery and service charges are a major put off for using just eat these days,2025-05-09,Colin,N/A
Just Eat,4,My voucher never gets recoreviewgnised,My voucher never gets recognised,2025-05-08,Shirley Burne,N/A
Just Eat,5,Just Eat Review,"I order once a week from just eat. The app is very easy to use, always quick delivery & very nice delivery drivers.",2025-05-08,Eleanor Coffey,N/A
Just Eat,1,Rip off,"Rip off, service fees , delivery charge & food more expensive on app , Order by phone or with restaurant own app! Don’t give just eat extra money for Notting but Convenience.",2025-05-08,Kevin,N/A
Just Eat,1,Wrong order was brought again and threatening behavior from driver. from,Wrong order was brought again. There is always missing items like drinks. In the past drivers have been threatening and surly. So I will never use your service again.,2025-05-05,Legan,N/A
Just Eat,1,its too expensive average is costing 20…,its too expensive average is costing 20 euro per person per restaurant including delivery its not worth the price anymore.,2025-05-04,michael,N/A
Just Eat,1,Can’t contact them,Put through an order over a week ago & paid for it. 5 minutes later received an email to say my order had been cancelled. Still waiting on my refund & no way to contact them via their website,2025-05-03,Gabrielle Hickey,N/A
Just Eat,5,Excellent service very fast delivery,Excellent service very fast delivery,2025-05-01,Denis,N/A
Just Eat,1,Just Eat - Terrible Experience Again,"Today 3/5/2025 This is to inform everyone that I got my refund back, of €25 after my last review, however I will still advice be careful ordering around the IFSC area of DublinI had my second worst experience with Just Eat again. My food was not delivered, yet the delivery person claimed it was. Who gave him the delivery code? This is my second experience like this. It feels like this guy is stealing food and falsely claiming it was delivered. I called customer service, and the representative was empathetic, promising a refund within 10 days. I've lost €50 to this company twice. Many say they are good, but it seems I'm unlucky for the second time. It's unfair; you work so hard, and then someone messes with your food...if I get my money back, I will delete the app from my phone and never use again and warn people in my office at the IFSC to stay clear of this folks, they dont get it right...lucky are those that have good to say, stuck eating digestive biscuits with a cup of coffee after losing €25",2025-05-03,Olumuyiwa,N/A
Just Eat,5,Great service,Great service. So many places to order from,2025-04-29,Ann Marie Johnston,N/A
Just Eat,5,Reliable and quick food pipeing hot on…,Reliable and quick food pipeing hot on delivery,2025-04-29,Carmel,N/A
Just Eat,5,Great service all the time,N/A,2025-04-28,Dinkleboo,N/A
Just Eat,1,Do NOT Trust Just Eat!!!,"Terrible experience!! Absolute scam!!I placed an order and was told it would arrive within 30 - 60 mins. An hour went by, and my food did not arrive. I checked the app and the order was marked as 'delivered'. I checked my front door and out on the road, but absolutely nothing. I was not contacted by the driver and the doorbell never rang.When I contacted customer service (their is no number to call, just message), I asked them to deliver it again, but they told me they couldn't because it was marked 'delivered', total nonsense. My food didn't arrive, contact another of your drivers to get it done, straightforward as that! A refund was issued supposedly (though was told it would take 5 - 7 days to get it, so I still need to check), but it's absurd that such a straightforward job could not be done, while I'm waiting, absolutely hunger!!I was offered a €15 voucher as a, so called, apology, however I said if they were really sorry they'd send the €15 to my bank account, of course they wouldn't. Every order is over €15 (including fees) on that site, so it was a pathetic token on their part. DO NOT BOTHER WITH JUST EAT!!!!",2025-04-27,Fiachra,N/A
Just Eat,1,Got a voucher email saying 4 off…,"Got a voucher email saying 4 off breakfast before 11am ,placed my order but when I put vocation in, it said voucher redeemed, even though I never used it before, untrustworthy company nothing but scammers,AVOID",2025-04-26,Lisa,N/A
Just Eat,1,Food arrived in poor condition with mistake in order,"Food arrived in poor condition, mistake with order and cold. I do not intend to ever use this service again.",2025-04-25,Kathy Harty,N/A
Just Eat,1,Don’t pay their couriers,Spent a fortune sign up as a courier but the whole thing is a scam!!!! Don’t do it! They threaten to deactivate courier accounts when you ask for support.,2025-04-25,Louise Byrne,N/A
Just Eat,1,Robbed my money and no food sent,I placed an order and the restaurant rang me and told me that they do not deliver to my area even though the order was accepted instead of been refused and I asked how to cancel it was told to do it do it on my end and I did and they got to keep my money for the order and nothing sent out how is that legal that they can just keep your money I will never ever order from just eat again,2025-04-24,Consumer,N/A
